clade,minimum_ma,maximum_ma,source,justification
Panthera,4.10,5.95,"Deng et al. 2014, Himalayan fossils of the oldest known pantherine","Panthera blytheae fossil dated to approximately 5.95–4.10 Ma; reported as an early pantherine closely related to the snow-leopard lineage"
